country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FF_ASFR_15.19,FF_ASFR_20.24,FF_ASFR_25.29,FF_ASFR_30.34,FF_ASFR_35.39,FF_ASFR_40.44,FF_ASFR_45.49,FF_ASFR_SE_15.19,FF_ASFR_SE_20.24,FF_ASFR_SE_25.29,FF_ASFR_SE_30.34,FF_ASFR_SE_35.39,FF_ASFR_SE_40.44,FF_ASFR_SE_45.49,FF_GFR,FF_TFR,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,HL_CMR,HL_IMR,HL_NNMR,HL_PNNMR,HL_U5MR,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,RH_contr_modern_p,RH_contr_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,FP_desired_daugh_mean,FP_desired_sons_mean,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_0_p,DM_age_diff_10plus_p,DM_age_diff_5_9_p,DM_age_diff_5minus_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,DV_phys_12m_p,DV_phys_or_sex_partner_12m_p,DV_phys_or_sex_partner_p,DV_phys_p,DV_phys_partner_12m_p,DV_phys_partner_p,DV_sex_12m_p,DV_sex_p,DV_sex_partner_12m_p,DV_sex_partner_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Armenia,2000,18.23,15.23,11.80,11.96,15.30,15.34,12.14,20.01,31.19,54.27,66.63,26.78,46.19,0.49,0.40,0.32,0.31,0.24,0.17,0.08,0.09,0.06,0.07,0.08,0.41,71.21,99.52,85.75,11.11,100.00,98.87,71.34,36.06,86.10,99.15,74.10,37.70,89.74,98.57,99.31,56.62,166.58,94.00,36.43,16.06,3.81,0.77,15.29,24.23,22.17,13.37,8.38,3.15,0.75,60.30,1.87,2.73,2982.84,0.38,4.10,4.41,0.47,5.37,0.64,6.26,24.03,33.79,1.70,2.07,28.03,52.96,47.04,83.04,8.89,34.36,1.49,26.02,53.96,46.04,83.74,8.32,3.49,38.62,21.16,17.46,41.97,86.27,110.76,111.06,29.88,33.89,35.00,2.90,2.56,1.69,358.51,1219.95,2100.21,21.57,20.28,1.83,1.71,92.71,13.05,41.10,22.88,22.88,22.88,7.45,7.69,7.41,-7.78,-8.59,-8.59,34.46,0.13,66.70,67.93,1.28,1.38,,40.04,86.29,38.43,37.35,35.82,5.17,14.67,42.05,38.11,4.28,56.70,57.64,29.43,9.71,32.67,73.45,61.74,25.23,28.14,86.97,63.55,,,57.63,,,,,14.59,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,2000,11.96,15.69,16.01,12.96,10.63,9.11,6.90,14.82,24.93,73.84,76.88,,15.40,0.25,0.16,0.14,0.25,0.08,0.06,0.22,0.07,0.04,35.50,9.27,25.90,3.07,21.86,18.48,2.75,88.20,31.19,,31.40,16.56,27.90,,28.66,15.95,21.34,75.17,146.38,186.34,157.52,94.90,42.78,16.88,2.93,8.86,11.15,10.42,11.11,8.54,5.92,2.65,124.58,3.24,2.09,1549.04,0.76,5.08,5.15,0.72,5.19,0.47,21.07,,0.00,0.00,1.79,13.65,0.00,61.55,4.71,4.10,0.00,0.00,11.85,0.00,49.75,4.35,3.14,28.38,63.24,40.43,22.81,89.77,605.73,608.04,608.04,187.93,179.05,174.01,0.07,0.04,0.03,2255.20,6445.74,10440.88,17.44,,2.58,2.18,83.21,35.14,43.66,30.44,30.44,30.44,26.39,26.06,26.04,19.42,18.24,18.11,18.11,0.20,32.09,28.73,0.77,0.94,5.48,21.86,23.19,3.55,4.50,,0.31,28.13,28.53,6.50,7.87,1.44,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,2000,19.54,19.21,18.64,13.85,12.17,9.03,7.56,18.17,28.54,49.05,75.34,20.05,37.66,0.36,0.21,0.22,0.24,0.10,0.10,0.09,0.03,0.02,68.15,1.89,20.41,0.26,11.44,10.84,1.77,40.22,17.84,4.86,67.10,12.67,20.96,6.91,74.68,17.27,4.89,37.22,114.78,266.11,266.98,238.79,165.71,81.56,28.26,13.93,17.86,16.50,22.51,18.41,18.50,13.75,199.10,5.81,5.24,1634.48,1.13,5.25,5.42,1.65,7.83,0.40,47.45,3.71,1.10,46.58,23.67,,1.66,84.69,23.04,42.48,1.24,41.66,,1.91,82.76,24.96,40.74,77.93,87.88,37.31,50.57,158.93,207.08,239.11,270.28,78.40,86.66,86.11,1.42,1.04,0.47,940.81,3119.84,5166.36,19.47,17.01,3.25,2.62,85.97,5.84,16.54,30.31,30.36,31.01,27.65,27.56,27.54,25.39,25.07,25.00,84.42,0.38,23.27,19.83,2.09,2.24,3.54,45.89,13.74,34.46,6.18,86.15,1.50,32.03,41.80,24.67,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,2000,22.19,17.34,15.15,13.63,12.92,10.33,8.44,19.94,29.05,31.63,59.76,32.87,68.67,0.17,0.10,0.12,0.01,0.02,0.03,0.00,0.00,0.01,8.25,5.48,38.07,13.91,53.68,37.63,7.64,95.92,69.15,33.12,83.11,60.16,75.49,39.93,87.77,69.20,28.59,94.51,89.56,203.38,198.05,163.34,124.19,58.23,12.96,10.78,15.53,16.03,15.38,14.71,12.45,6.60,143.61,4.25,2.55,4592.43,0.71,4.28,4.36,0.91,5.59,0.60,,,16.17,35.51,,17.00,32.20,67.80,73.76,23.74,18.05,29.97,17.14,36.43,63.57,77.86,19.69,25.85,59.25,29.44,29.81,83.46,147.65,197.68,202.68,64.30,69.56,69.60,5.43,4.59,3.92,771.64,2504.16,4176.07,20.88,18.43,2.56,2.24,89.16,20.16,34.49,20.74,20.82,20.88,17.95,17.71,17.73,14.07,13.18,12.94,52.85,0.42,48.31,48.03,1.06,1.14,,47.16,43.21,21.24,23.94,58.85,9.97,10.78,25.46,53.79,3.24,21.88,26.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2000,23.66,12.94,14.07,14.25,14.28,11.96,8.84,19.28,29.56,83.38,60.78,30.47,18.46,0.09,0.27,0.19,0.06,0.12,0.07,0.00,0.03,0.02,32.58,5.74,52.47,1.16,14.95,14.72,3.09,62.72,15.73,1.29,38.00,25.93,17.59,1.65,40.80,29.23,10.43,49.31,56.50,194.15,198.18,173.64,120.71,63.97,16.06,12.24,25.85,21.26,21.86,16.75,21.67,9.79,130.90,4.12,3.68,1390.65,0.79,5.32,5.46,0.81,6.13,0.42,47.33,1.97,4.64,7.60,21.14,13.82,11.46,87.25,1.21,96.27,5.12,7.11,13.75,12.53,85.91,0.92,16.48,34.15,94.60,37.29,57.32,125.43,315.94,402.08,433.40,158.48,148.10,151.21,16.31,7.64,4.57,1901.78,5331.73,9072.50,21.40,19.45,2.68,2.28,87.77,11.45,13.72,28.57,30.31,30.31,27.13,27.79,27.60,23.56,23.56,23.56,74.39,0.27,29.38,25.79,1.86,1.79,,67.58,60.79,72.65,36.53,82.18,5.26,14.44,32.97,47.32,3.20,2.75,3.35,,,48.94,,2.67,10.69,39.90,47.08,2.85,5.23,14.46,31.85,8.18,26.43,10.43,45.14,59.81,17.36,18.44,18.44,23.32,17.36,17.36,4.09,4.09,4.09,4.09,40.09,,,,,,,,,,,,
Colombia,2000,19.43,17.21,15.11,14.05,13.41,11.44,9.35,20.10,29.77,23.96,51.26,34.09,78.13,0.00,0.17,0.10,0.00,0.09,0.06,0.00,0.01,0.00,3.18,15.35,31.53,20.82,65.29,50.27,8.03,100.00,95.33,63.25,87.49,83.00,96.60,68.74,89.77,87.54,81.98,99.48,84.19,142.44,128.34,99.88,48.65,14.64,1.90,8.47,11.33,10.95,11.23,8.44,4.97,1.47,91.19,2.60,2.27,7593.86,0.54,4.15,4.20,0.69,5.24,0.65,39.15,11.96,47.11,8.58,7.48,15.45,0.00,17.43,0.00,14.15,49.75,6.98,15.21,0.00,14.43,0.00,11.65,3.44,21.75,15.05,6.70,25.11,380.34,380.34,381.40,226.24,200.84,202.63,101.31,39.89,39.89,2714.90,7230.34,12158.06,21.56,19.31,1.79,1.71,99.84,44.21,53.18,21.96,23.58,23.58,21.50,22.11,22.04,20.96,20.96,20.96,49.34,0.23,57.86,63.50,0.86,0.80,,46.99,67.07,7.42,40.79,60.60,6.61,20.37,31.59,41.43,4.45,52.02,56.93,65.83,21.98,78.85,73.53,82.13,,,,85.35,,,84.87,,,,,,26.71,41.78,41.78,41.50,40.66,40.66,7.25,7.25,11.03,11.03,,,,,,,,,,,,,
Cote d'Ivoire,2000,22.31,19.26,18.19,14.96,10.49,8.08,6.71,17.86,28.01,,67.92,24.96,33.18,0.13,0.25,0.25,0.04,0.08,0.08,0.00,0.01,0.00,65.03,5.90,22.15,0.91,12.81,12.05,2.18,76.68,36.23,8.56,51.40,22.66,41.32,12.27,57.27,29.00,19.53,73.93,145.90,245.44,249.01,214.68,161.27,77.61,25.59,20.20,21.41,21.57,22.08,26.08,20.64,13.41,195.57,5.60,5.62,2790.97,1.25,6.10,6.09,2.04,9.82,0.41,38.53,2.72,5.61,31.14,17.95,18.81,10.45,66.98,18.22,49.47,7.68,26.72,19.66,13.15,62.50,21.40,48.18,62.35,85.28,42.16,43.12,142.06,222.48,247.14,258.98,104.91,104.30,104.59,7.00,4.56,3.99,1258.86,3754.89,6275.67,18.84,15.79,3.14,2.62,77.77,7.38,14.49,29.04,29.34,29.70,26.69,26.63,26.65,24.81,24.65,24.48,72.45,0.39,28.89,23.77,,,,9.75,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2000,2.34,9.44,12.39,11.98,11.37,9.59,9.94,19.10,22.46,33.63,62.10,,36.56,0.25,0.10,0.11,0.02,0.01,0.01,0.00,0.00,0.00,27.69,3.86,11.52,15.62,27.84,21.68,3.87,36.24,95.88,69.43,82.41,87.82,65.08,47.31,57.26,60.77,87.49,99.41,45.43,183.31,208.17,158.50,79.54,25.57,7.50,5.71,7.23,12.02,10.05,9.55,4.95,3.61,118.63,3.54,1.99,8242.36,0.80,5.34,5.35,0.78,4.64,0.61,17.44,10.69,64.10,17.82,1.86,19.70,93.61,6.38,83.39,11.17,41.96,13.13,12.55,64.01,4.64,55.78,9.20,8.91,39.05,21.78,17.27,47.58,15.00,17.61,17.61,2.53,2.90,3.01,0.20,0.20,0.20,30.39,104.46,180.35,19.64,,2.34,2.09,66.91,31.78,33.12,29.51,29.97,29.97,21.91,21.99,21.88,12.91,12.91,12.88,11.88,0.25,69.90,74.49,0.63,0.75,,40.83,61.84,9.90,20.04,12.48,0.56,8.76,13.13,6.28,4.78,33.89,22.38,20.65,2.90,31.49,44.84,98.01,18.11,46.37,59.93,66.97,,0.24,76.75,,,,,,,,,,,,,,,,30.55,,,,,,,,,,,,
Ethiopia,2000,23.39,18.51,17.98,12.65,11.70,8.24,7.54,16.37,27.98,76.87,61.41,24.88,35.59,0.18,0.18,0.21,0.04,0.05,0.07,0.00,0.01,0.02,67.74,2.65,16.92,4.21,15.34,14.35,2.06,31.14,27.09,,32.58,6.78,28.36,,36.33,9.57,1.48,62.56,93.69,203.38,215.91,198.24,137.23,65.71,11.21,12.83,17.25,15.97,19.43,18.36,15.09,6.28,156.98,4.63,5.85,627.29,0.81,4.54,4.63,0.95,5.83,0.28,1.72,1.04,9.00,81.80,0.04,49.47,1.22,97.66,32.12,58.82,11.28,79.84,50.62,1.75,97.04,32.50,58.27,81.14,91.06,44.23,46.83,164.63,165.82,201.13,243.23,60.70,65.49,66.60,7.26,3.96,2.66,728.35,2357.52,3996.14,19.18,16.21,2.83,2.17,78.24,7.84,9.38,25.10,25.37,25.42,22.35,22.56,22.48,19.84,19.84,19.65,54.63,0.49,16.49,13.75,2.46,2.84,,24.60,10.05,45.32,6.61,61.03,0.69,33.38,40.65,25.29,8.64,4.01,5.83,,,55.53,,14.16,3.00,16.61,10.86,14.80,,,47.27,,,,,,,,,,,,,,,,25.52,,,,,,,,,,,,
Gabon,2000,26.35,19.77,14.81,13.92,10.93,8.39,5.83,18.33,27.45,30.12,56.77,30.52,62.46,0.08,0.06,0.09,0.02,0.02,0.05,0.00,0.00,0.01,5.46,7.40,45.46,1.14,49.08,47.02,6.18,100.00,59.74,35.99,65.98,36.99,67.63,47.43,73.10,47.43,29.46,82.10,164.91,229.52,219.80,183.02,123.66,61.55,8.11,12.59,16.75,21.11,19.50,15.59,17.35,6.55,175.80,4.95,5.17,17684.18,0.84,5.00,4.99,1.65,8.94,0.63,2.85,8.84,13.60,35.37,0.83,20.55,15.65,68.97,28.43,35.38,15.99,30.36,21.67,18.80,64.83,33.22,30.72,37.50,57.63,27.90,29.73,92.84,321.99,349.24,370.64,157.39,163.30,159.00,13.60,7.18,7.14,1888.74,5878.94,9540.02,18.00,15.34,2.81,2.52,94.50,12.58,31.34,26.73,27.64,27.64,25.37,25.61,25.45,23.40,23.40,23.37,38.33,0.41,34.71,29.39,2.46,2.29,25.38,39.59,33.38,37.41,27.33,42.25,3.19,32.67,34.85,29.29,7.68,7.96,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,2000,18.93,17.79,17.17,13.82,13.07,10.21,9.03,18.66,29.34,48.34,66.89,23.43,33.92,0.24,0.29,0.24,0.07,0.14,0.11,0.01,0.04,0.03,37.53,4.25,17.80,2.82,44.67,42.58,5.08,74.92,37.31,12.54,56.11,18.45,38.38,15.71,59.85,21.91,18.20,73.16,85.23,198.97,217.84,188.31,150.32,83.21,24.38,16.74,24.04,25.75,25.38,26.83,24.66,13.51,158.85,4.74,4.66,2277.03,0.70,3.89,4.03,1.04,5.56,0.48,28.99,3.15,17.26,12.11,2.29,21.65,7.19,68.69,16.67,41.35,17.19,17.57,22.12,8.10,66.42,14.57,36.96,57.54,61.64,35.29,26.35,115.34,218.24,270.90,277.21,89.83,92.72,94.08,5.87,3.66,2.30,1078.00,3337.91,5645.04,20.05,17.43,2.76,2.36,92.00,11.75,17.57,30.21,30.40,30.46,27.65,27.51,27.44,25.63,25.32,25.20,75.15,0.35,27.97,24.37,2.09,2.20,,56.91,34.56,38.97,11.22,77.67,0.97,25.02,40.31,33.70,8.09,2.97,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,2000,22.80,18.85,15.35,13.24,11.88,9.25,8.64,18.10,28.67,,66.91,25.19,34.64,0.21,0.15,0.15,0.10,0.05,0.06,0.01,0.01,0.02,29.32,12.76,50.03,5.26,20.65,18.48,3.87,98.93,61.04,24.41,75.50,45.83,62.99,26.63,79.50,49.72,50.57,88.95,136.69,281.11,237.44,199.14,139.09,59.87,10.00,17.85,20.40,29.26,28.97,24.92,17.16,7.27,184.05,5.32,3.58,5081.55,1.03,5.31,5.33,1.27,6.56,0.55,30.26,12.72,2.68,47.29,5.11,18.52,3.43,63.80,16.94,10.87,2.68,45.08,19.55,3.44,62.89,17.31,11.02,14.27,42.03,21.53,20.50,55.71,563.89,588.39,646.83,257.44,238.12,235.06,27.63,16.58,14.61,3089.33,8572.21,14103.33,19.65,17.58,2.99,2.71,78.82,19.06,23.21,24.65,24.66,24.72,22.63,22.46,22.42,20.49,20.25,19.55,30.91,0.47,31.10,27.92,1.48,1.56,,43.55,32.75,14.38,21.84,33.45,8.04,12.88,26.22,52.87,4.30,9.73,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,2000,22.79,17.52,15.43,12.44,12.34,9.59,9.89,19.49,29.05,69.90,62.28,28.15,26.90,0.71,0.42,0.31,0.52,0.27,0.17,0.25,0.10,0.06,34.62,5.29,45.22,0.50,20.15,19.57,3.32,51.88,17.32,4.31,38.34,10.06,21.47,5.81,43.37,13.10,4.55,50.65,93.72,214.43,234.41,229.41,174.76,86.52,24.31,14.58,23.02,25.60,27.79,29.83,18.45,13.21,172.59,5.29,3.32,1810.69,0.89,4.88,4.93,1.19,6.38,0.45,14.75,1.81,0.05,98.79,1.48,33.10,,,8.77,51.37,,,32.25,,,10.55,47.92,46.34,79.08,34.70,44.38,121.63,173.16,369.68,393.11,83.07,108.52,113.04,19.62,19.33,19.15,996.88,3906.63,6782.64,21.11,17.92,2.89,2.40,98.15,16.18,19.57,27.04,27.36,27.36,25.05,25.41,25.30,22.62,22.60,22.60,47.00,0.42,25.25,21.34,1.62,1.42,,37.35,13.45,13.48,9.25,52.43,2.62,26.48,34.50,36.39,6.18,1.86,2.54,21.40,16.68,81.44,38.64,1.33,23.01,51.41,14.28,1.35,3.14,4.73,80.38,6.28,23.83,11.31,42.42,55.55,10.97,28.00,28.00,28.03,15.14,15.14,14.77,14.77,20.41,20.41,39.82,,,,,,,,,,,,
India,2000,7.06,13.52,15.34,13.25,11.79,9.28,7.16,18.06,24.10,,69.04,,22.37,0.16,0.15,0.16,0.08,0.05,0.06,0.05,0.03,0.02,33.06,5.65,14.31,5.61,30.04,23.01,3.47,81.83,70.13,15.11,42.24,40.05,55.26,12.59,33.92,33.87,63.37,91.56,78.06,188.09,146.32,77.92,33.18,12.33,4.45,6.60,9.15,8.79,7.90,5.70,3.78,2.78,101.34,2.70,2.07,2946.61,0.70,5.19,5.23,0.68,4.95,0.55,39.24,2.99,,,13.27,18.02,28.75,68.01,27.53,25.10,,,13.76,22.96,51.76,21.20,18.78,,,,,,404.20,474.69,518.76,126.73,123.54,122.13,1.76,0.80,0.71,1520.75,4447.51,7327.56,18.89,,2.16,1.92,75.58,30.54,35.41,28.04,28.37,28.60,22.60,22.27,22.27,15.36,14.66,14.38,28.41,0.30,39.37,34.02,0.79,1.03,,31.77,37.85,43.03,17.59,30.40,0.94,9.09,22.11,19.83,4.58,11.20,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2000,2.76,10.26,13.98,13.41,12.76,10.14,9.07,18.86,23.97,,67.77,,21.10,0.38,0.18,0.18,0.19,0.08,0.07,0.05,0.02,0.02,7.79,20.86,38.01,10.77,26.57,23.64,4.69,76.42,73.26,13.54,54.12,34.11,53.53,10.39,41.00,26.53,65.55,95.21,55.17,145.81,154.72,117.06,70.45,21.68,6.48,9.60,11.61,13.68,13.23,12.24,7.24,4.71,99.29,2.86,2.20,6847.67,0.59,,4.50,0.54,3.70,0.61,41.83,4.34,16.63,13.34,24.29,13.17,,,18.19,39.84,12.21,9.68,9.10,,,12.86,29.23,15.29,42.97,21.23,21.74,57.53,366.94,433.27,448.01,185.36,212.84,213.65,55.70,52.82,47.96,2224.30,7662.34,12819.23,19.10,17.64,2.10,1.88,69.69,35.23,38.01,26.79,26.91,27.04,26.11,26.09,26.08,25.34,25.20,25.15,,0.32,42.13,40.87,0.95,0.96,,16.42,29.58,42.03,8.90,39.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,2000,1.74,7.34,11.48,11.65,9.26,7.77,5.66,19.98,18.10,,52.67,,40.91,0.12,0.16,0.17,0.02,0.01,0.02,0.00,0.00,0.00,5.95,2.99,7.44,9.66,41.50,28.73,4.93,70.84,98.09,85.63,72.98,92.45,54.26,49.37,40.34,52.53,94.77,99.31,33.83,160.06,241.90,209.56,148.33,55.10,11.89,4.21,8.26,9.58,10.62,14.00,9.49,6.46,138.98,4.30,2.31,6972.58,0.98,5.79,5.90,0.72,3.80,0.71,,24.91,79.19,0.70,,34.79,84.77,8.49,93.07,4.41,45.68,0.42,22.81,47.47,3.90,51.38,2.22,5.60,28.14,17.85,10.30,33.57,33.56,41.11,46.13,10.17,9.62,9.90,0.00,0.00,0.00,121.98,346.33,593.99,17.73,,2.36,2.25,54.77,19.31,27.01,28.06,28.63,28.70,18.73,18.89,18.88,8.06,8.06,7.47,7.81,0.23,77.25,79.73,0.93,1.13,23.87,24.73,45.71,6.49,19.49,9.12,0.48,4.60,9.51,6.04,3.44,34.30,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,2000,22.90,20.35,17.36,12.88,11.59,8.57,6.36,18.74,27.98,79.37,60.21,30.39,29.17,0.13,0.15,0.18,0.06,0.06,0.07,0.03,0.02,0.01,11.75,24.09,57.47,15.28,30.78,26.57,7.12,92.03,18.29,5.11,68.62,17.22,20.31,7.45,74.76,23.27,4.36,38.81,109.31,242.12,218.21,186.60,108.27,45.96,15.66,14.60,18.79,18.54,22.85,19.45,13.26,11.57,163.12,4.63,3.77,2543.85,0.74,4.24,4.23,1.03,5.70,0.45,25.60,5.18,1.29,60.11,0.86,29.46,14.46,77.70,26.75,55.45,3.26,58.23,30.19,15.96,76.17,27.32,56.15,38.82,69.92,28.84,41.08,105.30,283.74,296.66,296.94,109.64,91.53,86.56,8.96,4.30,4.04,1315.63,3295.21,5193.89,19.40,16.60,2.73,2.43,96.50,23.99,29.79,23.65,23.65,23.65,21.94,21.83,21.74,20.17,20.02,19.75,53.30,0.53,21.06,16.13,1.42,1.47,,56.86,24.17,42.17,30.82,56.27,1.61,22.27,45.41,30.72,7.22,7.92,10.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,2000,20.93,18.37,17.00,14.24,11.99,10.18,7.30,17.80,28.78,73.34,64.31,20.89,25.14,0.10,0.15,0.15,0.08,0.08,0.07,0.00,0.00,0.01,25.37,7.44,49.55,2.19,25.08,23.82,3.66,85.91,11.70,1.84,44.58,8.25,14.06,2.24,50.09,10.53,3.65,39.59,184.98,265.26,239.80,205.16,141.82,83.25,23.46,15.95,18.89,19.50,22.50,22.50,20.25,14.50,199.50,5.72,8.05,1384.45,0.98,4.52,4.73,1.20,5.77,0.46,9.91,1.05,4.20,10.26,0.65,18.60,1.73,95.09,5.04,75.81,4.73,10.17,18.60,2.07,97.60,5.81,73.37,58.03,80.15,36.25,43.91,133.19,383.47,385.36,401.96,104.83,104.41,105.12,14.10,9.46,7.65,1258.00,3758.89,6306.94,19.33,16.49,3.18,2.65,72.68,9.62,16.63,26.08,26.16,26.23,23.68,23.64,23.60,20.43,20.14,19.86,78.87,0.37,15.36,11.48,5.12,5.20,,29.17,8.82,73.05,5.14,80.04,5.00,20.06,32.92,42.02,5.82,1.76,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,2000,21.96,21.61,18.73,12.12,10.56,8.11,6.92,17.41,27.86,80.68,72.26,16.64,16.84,0.25,0.27,0.29,0.06,0.10,0.11,0.00,0.03,0.02,22.93,10.03,65.20,3.77,11.87,11.77,4.44,60.16,4.61,,54.97,2.09,5.91,,60.07,3.02,0.98,26.19,168.52,307.45,278.84,224.41,165.01,89.22,34.50,7.71,10.10,11.66,12.75,12.05,14.04,7.95,223.74,6.34,4.30,880.85,0.91,4.43,4.48,1.16,5.60,0.39,42.37,1.50,0.04,81.45,0.99,33.25,2.40,96.90,25.35,33.89,0.06,79.31,33.52,3.23,96.23,26.74,33.33,86.13,103.15,40.37,62.78,180.40,237.40,350.56,354.84,77.28,88.66,90.05,0.20,0.20,0.17,927.32,3191.66,5403.21,18.72,16.56,3.14,2.46,96.18,21.31,25.78,25.32,25.93,26.58,22.27,22.42,22.46,18.12,18.12,18.08,58.51,0.48,17.40,14.61,2.01,1.87,,68.33,5.62,67.98,21.73,64.08,2.16,13.80,41.40,42.64,6.31,,,22.88,6.04,38.16,53.55,2.16,13.19,51.72,3.68,2.58,0.95,2.25,34.14,11.08,2.87,0.34,18.17,,,,,,,,,,,,52.15,,,,,,,,,,,,
Mali,2000,19.81,18.00,16.82,14.88,12.84,9.81,7.83,16.54,28.83,68.36,82.13,13.65,33.07,0.42,0.24,0.27,0.13,0.07,0.08,0.07,0.03,0.02,79.26,2.26,12.61,,8.13,7.57,1.23,36.83,11.71,5.57,65.51,13.72,13.68,7.69,70.60,17.63,1.81,25.22,186.47,288.95,283.68,248.29,191.72,97.10,28.96,17.68,20.22,18.00,20.20,19.47,20.40,11.29,227.21,6.63,6.47,1108.58,1.14,5.22,5.35,1.53,7.13,0.30,36.73,4.38,2.20,76.66,17.91,15.96,4.61,85.79,8.81,57.57,2.57,74.35,15.76,5.21,84.44,10.09,56.81,130.57,116.10,57.52,58.59,231.04,172.33,252.54,252.61,44.53,50.49,48.84,0.00,0.00,0.00,534.38,1817.66,2930.27,18.99,16.05,3.76,2.75,74.15,5.90,7.54,33.56,34.21,34.29,28.45,28.42,28.45,23.45,22.79,22.79,56.74,0.42,22.78,19.21,2.42,2.90,2.84,42.50,23.23,29.31,7.73,58.09,0.18,60.78,30.73,8.30,12.12,2.32,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
