country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Ghana,1994,17.42,17.69,18.18,16.07,12.80,9.61,8.22,18.47,29.28,54.66,71.20,19.00,32.04,0.25,0.27,0.28,0.06,0.11,0.12,0.00,0.03,0.03,40.19,31.48,43.50,1.99,16.31,14.70,4.87,100.00,27.81,8.45,41.79,12.59,29.84,11.24,45.59,15.96,8.16,67.36,4.65,2053.69,0.79,3.84,3.94,1.18,5.47,0.47,24.08,2.39,14.11,16.94,1.74,20.68,5.78,73.92,13.76,45.94,15.28,17.49,20.98,6.75,71.50,14.64,43.19,226.68,281.91,303.23,87.36,90.90,91.11,4.56,1.07,0.62,1048.34,3272.50,5466.51,19.96,2.97,2.50,89.51,29.58,29.90,30.25,27.30,27.20,27.18,25.39,25.01,24.96,74.32,0.35,24.61,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1994,6.28,15.51,16.94,14.27,12.34,9.83,8.39,17.81,26.16,,77.92,,24.38,0.17,0.12,0.12,0.06,0.03,0.03,0.01,0.01,0.01,42.16,3.35,17.00,0.97,24.25,20.23,3.10,93.75,62.10,9.88,43.34,26.65,53.35,8.99,38.94,24.18,54.55,85.32,2.52,2215.15,0.80,5.47,5.52,0.83,5.59,0.50,36.34,2.00,,,9.87,16.75,22.54,75.65,21.59,33.41,,,13.92,18.50,61.05,18.43,28.17,377.47,465.52,516.45,121.96,127.92,131.25,2.93,2.03,1.51,1463.46,4605.04,7875.04,19.16,2.53,2.24,77.92,28.76,29.15,29.36,23.22,23.21,23.29,16.13,15.55,15.35,30.57,0.30,36.91,31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,1994,2.80,10.10,14.01,13.95,12.44,9.14,8.16,18.42,23.15,59.52,65.73,,15.91,0.19,0.19,0.20,0.06,0.06,0.06,0.01,0.01,0.01,12.82,17.43,38.75,7.57,19.03,17.43,3.79,88.13,50.82,6.53,53.08,32.80,35.77,4.71,39.65,24.55,39.22,88.85,2.16,6113.75,0.64,,4.73,0.57,3.76,0.55,40.76,3.11,9.71,20.88,15.29,12.99,,,12.43,44.08,6.82,14.96,8.71,,,8.27,31.40,409.19,434.89,458.10,201.42,202.98,200.56,50.97,45.83,41.46,2416.98,7307.17,12033.39,18.83,2.30,2.02,64.81,26.57,26.70,26.86,25.93,25.95,25.96,25.13,25.05,25.02,,0.26,41.12,37.62,6.61,17.68,24.64,45.73,8.43,40.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,1994,22.84,22.22,16.73,13.91,10.52,8.03,5.75,18.30,27.60,82.39,60.71,30.53,25.95,0.11,0.18,0.12,0.02,0.04,0.03,0.00,0.00,0.00,16.67,19.60,56.17,7.25,27.17,26.00,6.31,100.00,14.99,3.91,55.44,8.84,17.14,6.01,62.77,13.27,3.90,39.63,3.67,2640.45,0.85,4.62,4.60,1.20,6.41,0.46,22.38,,1.15,64.45,,27.66,13.51,80.16,24.32,51.88,2.02,63.12,28.76,15.20,78.90,25.02,53.79,209.79,253.82,261.86,97.71,84.94,90.00,26.69,9.26,8.95,1172.57,3057.73,5399.88,19.07,2.98,2.64,95.72,22.86,23.19,23.19,21.36,21.51,21.42,19.72,19.68,19.61,49.41,0.55,20.98,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,1994,22.82,19.77,16.41,14.33,11.81,8.81,6.06,17.62,28.05,68.68,61.47,24.10,22.18,0.28,0.24,0.22,0.15,0.14,0.10,0.07,0.05,0.03,23.67,2.85,51.43,0.86,24.89,23.75,3.45,100.00,8.20,1.46,35.11,3.75,11.14,2.13,41.28,5.64,1.38,37.44,7.52,1447.07,1.04,4.65,4.98,1.28,6.26,0.44,4.15,1.07,8.45,31.74,0.77,20.82,2.20,81.49,5.99,82.51,10.79,30.36,20.77,2.90,81.25,7.55,79.09,371.64,381.25,395.85,98.25,96.18,99.88,9.14,7.35,5.90,1179.00,3462.49,5993.03,18.80,3.23,2.62,61.19,25.95,26.25,26.30,23.50,23.50,23.50,19.95,19.77,19.64,76.38,0.41,13.29,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,1994,22.79,20.38,16.65,13.22,10.62,9.40,6.93,17.32,28.15,83.47,72.68,16.67,13.24,0.50,0.33,0.25,0.31,0.17,0.12,0.19,0.08,0.05,36.07,9.21,57.02,2.03,6.91,6.78,3.46,90.04,3.72,,39.86,,4.76,,45.16,,1.34,20.86,4.87,769.75,0.87,4.42,4.51,1.14,5.71,0.35,26.03,1.06,0.05,85.30,0.92,30.17,2.59,96.74,10.36,48.47,0.08,82.70,30.61,3.51,95.55,11.62,46.96,196.56,295.54,335.05,65.06,78.64,85.94,0.05,0.05,0.04,780.75,2831.16,5156.11,18.80,3.37,2.53,89.11,25.25,25.71,26.19,22.44,22.35,22.29,18.21,18.16,18.15,35.76,0.49,13.04,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1994,22.64,18.22,16.20,14.51,12.63,8.38,7.41,18.82,28.46,63.44,54.55,39.74,48.51,0.19,0.15,0.17,0.07,0.05,0.06,0.00,0.00,0.01,62.30,6.41,17.67,2.43,20.03,17.70,2.63,90.85,55.89,35.47,83.44,60.41,57.26,38.26,86.63,65.68,25.42,88.61,3.37,3654.05,0.90,5.79,5.91,1.04,7.47,0.49,13.43,10.81,43.29,25.02,10.44,,59.48,37.17,46.55,38.70,44.67,24.37,,59.84,36.32,47.83,38.82,63.98,78.84,89.47,23.76,25.54,25.77,3.75,1.08,0.20,285.07,919.35,1546.42,20.99,2.36,2.07,96.94,27.65,27.92,27.96,17.60,17.96,17.96,9.26,9.09,8.93,17.98,0.37,51.05,53.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,1994,22.35,18.49,18.40,14.52,11.76,8.30,6.18,14.86,27.78,79.35,82.33,13.14,26.24,0.16,0.24,0.22,0.06,0.09,0.09,0.00,0.00,0.02,84.12,2.62,9.95,0.33,5.92,5.68,0.97,95.68,9.06,4.07,39.03,7.30,10.05,5.20,44.16,9.13,0.19,25.51,8.01,842.64,1.43,6.28,6.47,1.89,8.66,0.23,5.66,2.74,1.37,78.95,4.42,21.41,1.55,87.01,10.22,66.46,1.38,77.96,21.47,1.61,86.23,10.82,66.57,130.61,165.39,189.57,29.97,29.60,29.86,0.00,0.00,0.00,359.64,1065.67,1791.81,18.01,3.77,2.64,68.28,33.89,34.35,34.67,28.49,28.66,28.55,21.47,21.47,20.01,47.10,0.47,12.82,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,1994,5.05,12.02,17.58,12.61,11.10,8.24,7.22,17.77,22.87,,71.72,,20.18,0.08,0.11,0.14,0.01,0.02,0.04,0.00,0.00,0.00,61.28,3.15,5.36,1.33,7.18,6.00,0.93,75.48,62.60,16.26,36.98,27.53,46.81,12.77,29.73,21.73,50.39,94.29,3.44,3465.75,1.23,6.78,7.18,1.18,6.30,0.43,26.10,,,,9.59,42.31,26.49,73.01,28.83,30.17,,,32.59,20.19,53.41,21.78,22.29,95.63,127.99,133.98,30.41,30.80,29.58,2.54,1.00,0.79,364.87,1108.84,1774.72,19.17,2.96,2.62,53.11,30.49,30.83,30.84,21.34,21.36,21.37,9.84,9.25,9.25,14.58,0.51,40.48,34.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,1994,21.90,19.29,16.73,13.71,12.96,9.56,5.83,16.56,28.19,64.23,72.26,23.31,36.11,0.33,0.32,0.23,0.05,0.07,0.04,0.01,0.01,0.01,73.62,9.28,17.70,1.55,8.68,8.12,1.71,100.00,22.07,8.59,66.70,14.29,25.09,11.12,73.46,19.46,2.99,48.52,5.95,1785.79,1.84,8.62,8.87,2.74,13.00,0.37,11.11,3.40,22.48,48.06,3.99,23.34,8.66,64.36,22.52,56.83,25.88,43.78,23.53,9.26,62.02,25.98,54.66,234.57,259.71,352.19,57.27,57.87,61.69,0.07,0.00,0.00,687.29,2083.22,3701.14,19.05,3.34,2.68,69.61,30.39,30.89,31.05,27.48,27.47,27.37,24.75,23.56,23.15,49.08,0.41,26.72,22.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,1994,25.90,21.55,16.35,13.37,9.51,7.28,6.04,17.27,27.21,59.89,62.42,24.53,39.28,0.42,0.36,0.33,0.21,0.15,0.16,0.05,0.03,0.05,15.76,24.94,60.65,2.80,23.59,21.49,5.24,100.00,15.48,5.75,38.77,11.27,18.70,7.51,44.91,14.33,2.58,30.45,5.75,2115.91,1.08,5.15,5.32,1.44,7.09,0.40,21.75,2.88,1.86,62.62,0.76,24.08,16.35,82.80,20.56,57.84,2.22,58.03,23.89,19.59,79.37,21.63,56.57,208.82,271.73,287.42,67.54,68.73,71.89,0.00,0.00,0.00,810.43,2474.44,4313.27,18.26,3.11,2.54,90.30,25.79,26.55,26.69,22.23,22.24,22.21,17.11,17.06,17.05,50.09,0.49,21.05,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,1994,24.22,20.07,14.76,14.24,10.94,8.92,6.84,18.48,27.93,80.23,61.71,27.01,28.19,0.35,0.38,0.36,0.16,0.19,0.14,0.03,0.05,0.03,11.64,21.62,48.50,0.22,39.86,38.60,6.60,100.00,26.08,8.02,41.65,13.37,26.01,10.43,46.91,17.27,3.36,86.31,4.33,2447.02,0.85,4.77,4.79,1.16,6.57,0.47,18.67,5.18,2.74,44.25,0.81,31.46,28.57,48.65,59.95,21.67,3.44,43.19,33.19,28.45,48.26,61.18,22.53,186.88,205.42,246.09,45.82,45.04,47.84,0.29,0.08,0.06,549.78,1621.45,2870.61,19.21,2.75,2.49,97.18,24.73,25.39,25.39,20.95,21.27,21.18,15.18,15.18,15.17,48.34,0.34,33.25,29.69,34.76,48.31,23.67,36.23,29.00,52.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,1995,11.81,17.48,17.69,13.24,10.71,8.18,5.85,14.20,24.96,,79.08,,8.78,,,,,,,,,,44.88,9.02,25.90,1.93,14.18,12.12,2.09,91.24,17.78,,27.62,7.40,16.38,,26.61,7.58,11.81,63.56,2.12,1336.94,0.85,5.26,5.40,0.82,5.43,0.42,17.80,,0.00,60.72,,13.14,0.00,89.30,3.86,6.79,0.00,51.36,11.46,,,3.44,5.44,,,,,,,,,,,,,17.13,2.87,2.36,84.81,,,,,,,,,,19.45,0.32,25.78,20.37,6.41,34.50,14.71,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,1995,19.39,17.34,16.34,14.68,12.53,11.04,8.69,20.05,29.49,32.39,54.72,32.25,75.32,0.22,0.24,0.27,0.00,0.09,0.08,0.00,0.01,0.01,3.56,16.03,36.13,16.74,60.31,49.39,7.36,100.00,91.84,59.40,88.21,81.60,93.74,65.35,90.93,86.57,77.84,99.25,2.50,7753.56,0.62,4.37,4.42,0.76,5.45,0.63,41.90,13.61,48.33,10.91,7.27,13.70,0.00,18.21,5.81,12.24,52.24,8.95,13.73,0.00,15.01,5.03,10.04,292.58,338.48,367.31,171.07,173.24,169.70,53.42,52.00,52.00,2052.80,6236.54,10182.04,21.50,1.91,1.81,99.59,22.78,22.79,23.25,22.16,22.11,22.15,21.54,21.42,21.37,50.64,0.25,51.92,54.81,42.46,41.29,61.81,8.65,36.42,60.30,4.80,36.77,40.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,1995,23.48,19.16,18.01,15.04,10.08,7.74,6.49,17.57,27.76,,68.21,24.15,31.31,0.15,0.33,0.31,0.04,0.11,0.10,0.00,0.01,0.01,67.01,5.15,21.92,0.45,11.07,10.62,1.94,96.11,31.60,8.83,50.55,17.68,36.95,12.49,56.78,23.95,16.04,69.17,5.70,2806.41,1.35,6.54,6.48,2.23,10.72,0.39,35.00,2.89,5.06,33.38,14.59,16.70,9.23,70.25,16.04,60.97,7.00,28.44,17.30,11.27,65.48,19.00,59.43,216.60,228.00,244.15,102.57,98.30,100.18,6.27,3.36,3.27,1230.79,3538.73,6010.55,18.73,3.21,2.66,72.01,28.79,28.91,29.43,26.61,26.49,26.54,24.73,24.52,24.49,73.97,0.38,27.15,21.25,,8.00,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1995,3.08,10.00,13.53,12.45,12.69,9.69,9.27,18.96,23.31,35.66,66.00,,38.87,0.19,0.20,0.15,0.02,0.05,0.04,0.00,0.01,0.01,29.63,3.79,16.64,13.45,24.43,19.37,3.75,89.48,94.73,62.80,66.85,80.34,66.44,43.37,47.90,57.36,86.17,98.83,2.09,6793.95,0.83,5.39,5.46,0.80,4.87,0.58,17.40,,57.71,24.70,,22.66,86.76,13.24,80.49,11.90,37.80,19.39,16.36,61.76,9.80,56.00,9.48,11.22,26.75,26.75,2.72,3.89,4.26,0.28,0.22,0.16,32.62,140.03,255.52,19.76,2.58,2.25,70.55,29.44,29.44,29.44,21.66,21.77,21.62,13.17,12.36,11.74,13.62,0.35,76.53,82.84,14.36,44.44,57.12,13.36,15.41,14.60,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,1995,17.67,17.79,17.98,15.46,12.86,9.77,8.48,18.50,29.31,53.29,70.34,19.68,31.34,0.27,0.27,0.28,0.08,0.12,0.11,0.01,0.03,0.03,39.86,24.44,36.76,1.95,23.38,21.70,4.91,100.00,29.54,9.08,43.17,13.54,31.23,11.93,47.02,16.93,10.19,68.89,4.65,2088.84,0.76,3.81,3.92,1.14,5.44,0.47,24.80,2.38,14.67,15.25,1.76,21.33,5.98,72.99,14.96,46.31,15.32,18.14,21.72,6.76,70.49,14.56,42.47,222.25,282.83,300.87,87.07,91.41,91.74,5.22,1.73,0.83,1044.85,3290.72,5504.13,20.00,2.93,2.48,89.29,29.76,30.04,30.32,27.39,27.26,27.23,25.43,25.07,25.02,74.27,0.34,25.19,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,1995,23.72,18.30,14.53,13.12,12.40,9.89,8.04,17.91,28.58,64.98,65.85,26.44,32.15,0.07,0.17,0.21,0.04,0.06,0.07,0.00,0.03,0.02,33.61,10.73,48.26,4.24,18.13,15.94,3.46,100.00,51.93,19.95,75.37,40.79,54.37,21.75,79.75,45.11,39.39,83.55,3.83,4378.69,1.05,5.39,5.38,1.22,6.50,0.51,23.92,10.21,0.82,56.81,3.63,18.82,25.54,74.46,15.70,16.19,0.91,55.35,19.25,26.68,73.32,16.28,15.39,664.11,672.21,672.21,272.38,239.52,234.04,32.54,25.37,20.02,3268.62,8622.72,14042.40,19.61,3.08,2.72,74.40,23.94,23.94,23.94,22.17,22.04,22.00,20.60,20.12,20.03,28.03,0.52,28.75,24.50,19.11,44.63,30.86,13.97,20.84,32.39,4.18,6.54,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1995,6.06,14.98,16.58,14.05,12.19,9.69,8.14,17.85,25.62,,76.22,,23.73,0.17,0.13,0.13,0.07,0.03,0.03,0.02,0.01,0.01,40.34,3.81,16.48,1.92,24.77,20.17,3.11,92.02,63.17,10.77,43.10,28.85,52.83,9.39,37.70,25.35,55.69,86.36,2.43,2332.59,0.78,5.42,5.47,0.80,5.43,0.51,37.34,2.13,,,10.50,16.81,22.92,75.15,22.07,32.11,,,13.65,18.39,59.76,18.27,26.45,389.46,473.64,525.56,124.39,128.51,130.89,2.75,1.77,1.34,1492.71,4626.50,7853.60,19.07,2.46,2.18,76.88,28.82,29.19,29.42,23.34,23.26,23.32,16.19,15.60,15.39,30.00,0.30,37.18,31.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,1995,2.85,10.22,14.03,13.72,12.61,9.26,8.24,18.51,23.27,59.04,66.06,,16.04,0.27,0.20,0.20,0.13,0.08,0.07,0.03,0.02,0.01,11.94,18.04,38.64,8.17,20.36,18.60,3.95,88.36,56.11,7.78,54.57,27.02,39.90,5.68,40.89,20.33,45.85,90.78,2.19,6358.94,0.63,,4.67,0.57,3.72,0.56,41.41,3.27,10.71,19.78,16.68,13.13,,,13.65,41.39,7.53,14.24,8.84,,,9.24,29.64,386.97,431.19,455.44,192.86,204.81,201.66,50.11,46.02,40.63,2314.33,7373.34,12099.47,18.87,2.26,1.99,65.79,26.62,26.77,26.89,25.97,25.98,25.98,25.16,25.07,25.01,,0.26,41.76,38.87,6.47,18.04,25.80,44.32,8.40,39.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,1995,22.90,21.66,16.96,13.56,10.97,8.05,5.90,18.37,27.69,82.15,60.75,30.48,26.64,0.10,0.18,0.13,0.02,0.05,0.03,0.00,0.00,0.00,15.50,20.51,56.43,9.64,28.07,26.52,6.49,100.00,15.67,4.16,57.66,10.28,17.68,6.24,64.92,15.03,4.02,39.95,3.70,2627.79,0.82,4.53,4.50,1.16,6.24,0.46,22.64,,0.86,63.54,,28.19,13.73,79.64,25.11,53.70,2.08,62.11,29.28,15.32,78.38,25.68,55.48,233.70,270.56,276.60,102.98,86.68,89.81,22.58,7.63,7.40,1235.72,3120.59,5388.64,19.13,2.93,2.60,95.95,22.99,23.24,23.24,21.44,21.55,21.47,19.80,19.74,19.61,49.47,0.56,20.64,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,1995,22.71,19.54,16.55,14.22,11.88,8.88,6.22,17.61,28.12,69.46,61.93,23.50,23.57,0.23,0.23,0.22,0.14,0.13,0.10,0.05,0.03,0.03,24.21,2.98,51.06,0.91,24.72,23.64,3.43,100.00,8.47,1.35,35.53,4.07,11.31,1.95,41.59,6.04,1.41,35.67,8.45,1429.50,1.04,4.62,4.92,1.27,6.14,0.44,4.54,0.95,6.72,23.20,0.67,21.04,2.06,85.38,5.71,82.05,8.41,22.15,20.96,2.69,86.74,7.09,78.87,383.96,390.36,400.09,100.28,98.49,101.47,9.58,6.89,5.72,1203.41,3545.76,6088.34,18.87,3.23,2.63,63.24,25.93,26.16,26.23,23.55,23.53,23.52,20.11,19.85,19.65,76.50,0.37,13.36,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,1995,22.65,20.59,17.00,13.04,10.61,9.18,6.93,17.34,28.10,83.00,72.61,16.66,13.84,0.46,0.32,0.26,0.26,0.16,0.12,0.16,0.07,0.04,33.88,9.34,58.39,2.32,7.73,7.61,3.63,85.06,3.87,,42.38,,4.95,,47.64,,1.28,21.75,4.77,788.26,0.88,4.42,4.51,1.15,5.69,0.36,28.76,1.14,0.04,84.65,0.93,30.68,2.56,96.77,12.86,46.04,0.07,82.13,31.10,3.46,95.67,14.14,44.69,203.37,304.71,338.35,67.10,80.31,86.62,0.07,0.07,0.07,805.18,2891.25,5197.29,18.79,3.33,2.52,90.29,25.26,25.75,26.25,22.41,22.37,22.32,18.20,18.16,18.14,39.55,0.49,13.77,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1995,22.32,18.21,16.10,14.40,12.58,8.71,7.69,18.90,28.59,62.87,54.21,40.08,49.74,0.21,0.17,0.18,0.07,0.06,0.07,0.00,0.00,0.01,61.08,5.90,17.96,2.35,20.96,18.35,2.75,86.28,58.26,37.69,83.02,60.97,59.53,40.35,86.05,65.92,28.23,89.20,3.33,3756.82,0.87,5.74,5.85,1.00,7.39,0.50,14.93,11.19,47.76,24.03,10.51,,61.22,35.05,48.18,36.74,49.03,23.42,,61.57,34.23,49.18,36.92,63.77,79.12,88.56,24.28,25.43,25.49,3.71,0.97,0.19,291.37,915.60,1529.43,21.06,2.31,2.03,97.18,27.69,27.93,27.97,17.68,18.01,17.99,9.30,9.15,8.92,18.08,0.37,52.43,55.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,1995,22.59,18.43,17.83,14.45,11.94,8.46,6.29,14.97,27.84,78.70,82.03,13.37,26.50,0.20,0.27,0.24,0.07,0.10,0.09,0.00,0.00,0.02,83.32,3.64,10.38,0.38,6.30,6.02,1.04,93.52,9.58,4.15,38.77,7.47,10.60,5.27,43.87,9.31,0.19,26.66,8.01,846.26,1.41,6.19,6.37,1.88,8.57,0.24,5.64,2.75,1.38,78.79,4.61,22.38,1.49,89.92,11.80,63.28,1.44,77.86,22.42,1.57,89.30,12.25,63.62,120.81,160.01,193.76,28.70,28.98,29.85,0.00,0.00,0.00,344.36,1043.12,1791.13,18.00,3.77,2.65,70.85,34.09,34.49,34.74,28.68,28.73,28.59,21.72,21.72,20.08,48.54,0.48,12.85,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,1995,4.96,11.86,17.24,12.47,11.04,8.22,7.30,17.81,22.71,,70.93,,20.16,0.08,0.12,0.15,0.01,0.02,0.05,0.00,0.00,0.00,60.07,3.25,5.51,1.55,7.50,6.12,0.97,70.71,64.56,17.71,37.24,29.35,47.67,13.65,29.54,22.74,52.80,94.66,3.40,3511.52,1.23,6.84,7.22,1.17,6.29,0.43,26.59,,,,10.40,41.69,28.66,70.68,29.84,28.50,,,31.69,21.47,51.34,22.11,20.92,96.07,126.55,134.18,30.62,30.68,29.52,2.45,1.01,0.82,367.39,1104.45,1770.95,19.17,2.92,2.59,53.73,30.54,30.84,30.86,21.39,21.39,21.40,9.85,9.27,9.27,14.63,0.55,40.99,35.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,1995,22.14,19.28,16.89,13.55,12.97,9.27,5.89,16.77,28.16,63.19,71.62,23.80,36.74,0.43,0.32,0.24,0.10,0.09,0.06,0.03,0.02,0.01,72.07,9.67,18.60,1.66,9.33,8.60,1.82,100.00,23.66,9.30,65.72,15.43,27.16,12.13,72.94,21.25,3.74,51.72,5.79,1783.99,1.82,8.65,8.90,2.68,13.00,0.37,11.77,3.74,22.14,47.83,4.03,23.10,8.65,64.17,23.49,56.18,25.36,43.15,23.32,8.94,62.31,27.02,54.37,236.69,278.32,339.97,57.46,60.13,61.82,0.05,0.00,0.00,689.57,2164.51,3709.23,19.16,3.28,2.64,72.81,30.34,30.78,31.09,27.58,27.49,27.40,24.86,23.60,23.06,51.85,0.42,27.26,22.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,1995,22.78,22.05,17.90,13.77,11.12,7.07,5.31,16.97,27.35,90.35,73.40,15.21,14.19,0.06,0.17,0.23,0.00,0.02,0.09,0.00,0.00,0.02,31.77,8.70,55.31,4.89,12.92,12.75,3.69,100.00,6.15,0.65,35.66,2.57,8.46,1.17,42.41,4.23,1.58,33.17,5.35,,1.14,4.75,4.79,1.52,6.36,,34.40,1.22,0.25,86.06,0.72,44.34,1.42,97.02,1.68,75.26,0.27,83.42,43.02,2.04,95.88,2.21,74.40,202.21,202.21,213.12,107.20,100.05,97.63,16.84,12.85,11.74,1286.40,3601.88,5858.01,18.31,3.40,2.81,89.45,23.87,24.41,24.54,22.76,22.70,22.74,21.38,21.38,21.38,58.80,0.52,8.74,6.52,11.24,32.58,3.12,66.69,5.06,61.29,,0.38,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,1995,25.20,22.22,16.16,13.46,9.54,7.23,6.19,17.34,27.27,59.15,61.77,24.77,38.83,0.39,0.38,0.33,0.17,0.16,0.16,0.02,0.04,0.05,14.60,22.36,60.43,2.86,24.97,22.64,5.40,100.00,15.54,5.80,40.36,13.54,19.06,7.76,46.68,17.14,2.44,31.25,5.62,2095.73,1.07,5.14,5.31,1.42,7.04,0.40,23.04,2.68,1.66,63.60,0.69,26.07,15.91,83.42,20.63,55.90,2.09,58.87,25.72,19.29,79.82,20.70,55.50,216.05,260.09,272.67,70.06,67.60,70.57,0.00,0.00,0.00,840.78,2433.58,4234.44,18.33,3.09,2.52,92.87,26.22,26.71,26.78,22.29,22.32,22.26,17.12,17.06,17.05,50.27,0.46,21.71,18.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
